"Readout","increase","decrease","convex","concave","sample_id","sample_name","botanical_group","botanical_form","supplier","sample_lot","stock_form","stock_solution_mg/ml"
"ar-mda-kb2-luc-agonist-p1_luc",0.905122306272858,0.905122306272858,0.905122306272858,0.047278461008399,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"ar-mda-kb2-luc-agonist-p1_via",1,0.116889151857444,1,0.000339112770699403,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"ar-mda-kb2-luc-antagonist-p1_luc",1,0.0111927361620873,1,0.00414665736435601,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"ar-mda-kb2-luc-antagonist-p1_via",1,0.104376479995766,1,0.00171361172927301,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"are-bla-p1_ch1",1,0.0527749805621641,1,0.00507327500109814,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"are-bla-p1_ch2",0.0196894627174843,1,0.605385131263453,1,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"are-bla-p1_ratio",0.0144948803262904,1,0.014566726404596,1,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"are-bla-p1_via",1,0.141387498316647,1,0.0838055653092392,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"aromatase-er-agonist-p1_luc",0.00515107155318264,1,0.0410668757814337,1,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"aromatase-er-agonist-p1_via",1,0.0409915571088138,1,0.00524874175710415,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"aromatase-er-antagonist-p1_luc",1,0.00114248040866095,1,0.00822068480554472,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"aromatase-er-antagonist-p1_via",1,0.155794748311954,1,0.000168079651183712,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"aromatase-er-aromatase-p1_luc",1,0.00618776889197888,1,0.00579857027140573,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"aromatase-er-aromatase-p1_via",1,0.0901880327311732,1,0.00401802030416217,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"elg1-luc-agonist-p1_luc",0.0292610784970373,1,0.00312509960760378,1,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"elg1-luc-agonist-p1_via",1,0.00707852501356317,1,0.000461036632409156,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"er-luc-bg1-4e2-agonist-p1_luc",0.0185055575067557,1,0.0434785284208734,1,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"er-luc-bg1-4e2-agonist-p1_via",1,0.0379176048115712,1,0.00435478854694864,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"er-luc-bg1-4e2-antagonist-p1_luc",0.0846885602243699,1,0.28575517178177,1,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"er-luc-bg1-4e2-antagonist-p1_via",1,0.0683335839194448,1,0.0413836320084299,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"hse-bla-p1_ch1",1,0.0788466683624953,1,0.0787111220422718,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"hse-bla-p1_ch2",1,0.0800188427783607,1,0.0971189241262087,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"hse-bla-p1_ratio",0.0806427352135398,1,0.0678269230096756,1,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"hse-bla-p1_via",1,0.0398087135266925,1,0.0115003210401177,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"mmp-p1_ch1",0.362590125526595,1,1,0.47562155101844,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"mmp-p1_ch2",1,0.047741695741781,1,0.524220411446244,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"mmp-p1_ratio",1,0.0412321968682376,1,0.666564160068203,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"mmp-p1_via",0.125452589927618,1,1,1,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"p53-bla-p1_ch1",1,0.114065142722832,1,0.11810742395895,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"p53-bla-p1_ch2",0.0247110820404619,1,0.0244225922709379,1,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"p53-bla-p1_ratio",0.00668159642671458,1,0.00980995736568318,1,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"p53-bla-p1_via",1,0.275127572340232,1,1,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"pparg-bla-agonist-p1_ch1",1,1,1,1,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"pparg-bla-agonist-p1_ch2",0.0376154280175804,1,0.122122923904186,1,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"pparg-bla-agonist-p1_ratio",0.052509826520026,1,0.814924285812823,1,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"pparg-bla-agonist-p1_via",0.854486337530694,0.854486337530694,0.854486337530694,0.212873392752761,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"pparg-bla-antagonist-p1_ch1",0.275100453604663,1,0.275100453604663,1,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"pparg-bla-antagonist-p1_ch2",0.892985041351605,1,1,0.619573411151258,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"pparg-bla-antagonist-p1_ratio",1,0.336358913008528,1,0.142760465935812,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"pparg-bla-antagonist-p1_via",1,0.0108004565978619,1,0.0334763508857857,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"rt-viability-hek293-flor-p1_0h",0.0239710203712006,1,0.0146780257601892,1,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"rt-viability-hek293-flor-p1_16h",1,1,1,1,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"rt-viability-hek293-flor-p1_24h",1,1,1,1,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"rt-viability-hek293-flor-p1_32h",1,1,1,1,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"rt-viability-hek293-flor-p1_40h",1,1,1,1,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"rt-viability-hek293-flor-p1_8h",0.337866312697321,1,0.337866312697321,1,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"rt-viability-hek293-glo-p1_0h",1,0.0108035730647341,1,0.0280993792735038,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"rt-viability-hek293-glo-p1_16h",1,0.225756754461321,1,0.0252496907016648,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"rt-viability-hek293-glo-p1_24h",1,0.046640156173275,1,0.00553393993869175,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"rt-viability-hek293-glo-p1_32h",1,0.0419785004375162,1,0.00438148675552204,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"rt-viability-hek293-glo-p1_40h",1,0.029280062591894,1,0.00479787360483693,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"rt-viability-hek293-glo-p1_8h",0.514363313395306,1,0.51274079665496,1,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"rt-viability-hepg2-flor-p1_0h",0.00196061360893849,1,0.0103128386418458,1,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"rt-viability-hepg2-flor-p1_16h",0.00776242409942498,1,0.147302873264249,1,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"rt-viability-hepg2-flor-p1_24h",0.00493792588879117,1,0.0736102284749601,1,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"rt-viability-hepg2-flor-p1_32h",0.00389042195625214,1,0.0538258141645659,1,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"rt-viability-hepg2-flor-p1_40h",0.00317506597915045,1,0.0532230185137011,1,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"rt-viability-hepg2-flor-p1_8h",0.00463832027233482,1,0.0682791702471321,1,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"rt-viability-hepg2-glo-p1_0h",1,0.0104921332590219,1,0.00170950363445356,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"rt-viability-hepg2-glo-p1_16h",1,0.0176081807758308,1,0.00224057816299498,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"rt-viability-hepg2-glo-p1_24h",1,0.016849275279067,1,0.00676352910960061,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"rt-viability-hepg2-glo-p1_32h",1,0.0441402945457224,1,0.0090146424404803,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"rt-viability-hepg2-glo-p1_40h",1,0.21613296623351,1,0.0623083196339494,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"rt-viability-hepg2-glo-p1_8h",1,0.0133403123043868,1,3.52676897613038e-05,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"ahr-p1_luc",0.0111631868845112,1,0.094874616479862,1,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"ahr-p1_via",0.548502881591058,1,1,0.0587172689371278,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"ar-mda-kb2-luc-agonist-p1_luc",0.275122307392083,1,1,0.259696397784873,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"ar-mda-kb2-luc-agonist-p1_via",0.035607948085761,1,1,0.114159660868131,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"ar-mda-kb2-luc-antagonist-p1_luc",0.10791484243296,1,1,1,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"ar-mda-kb2-luc-antagonist-p1_via",0.0812807931686437,1,1,0.0835736023754033,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"are-bla-p1_ch1",0.972517571569926,0.499165785368321,0.972517571569926,0.00433589780759677,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"are-bla-p1_ch2",0.0311969062774038,1,1,0.718553758768103,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"are-bla-p1_ratio",0.0150542280290605,1,0.014716841294731,1,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"are-bla-p1_via",1,1,1,1,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"aromatase-er-agonist-p1_luc",0.839511278310969,1,1,0.839511278310969,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"aromatase-er-agonist-p1_via",0.0608663609339729,1,1,0.0173583224393879,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"aromatase-er-antagonist-p1_luc",0.0156402888390444,1,0.026959623931951,1,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"aromatase-er-antagonist-p1_via",0.0101711516015808,1,1,0.0226185110738434,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"aromatase-er-aromatase-p1_luc",0.140988608844115,1,0.184867617093593,1,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"aromatase-er-aromatase-p1_via",0.0267830929450078,1,1,0.00837609076401429,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"elg1-luc-agonist-p1_luc",0.0130495256917936,1,0.0127514358435728,1,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"elg1-luc-agonist-p1_via",0.457167441797662,1,0.7112385053352,1,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"er-luc-bg1-4e2-agonist-p1_luc",0.0480564906509227,1,0.463501399060663,1,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"er-luc-bg1-4e2-agonist-p1_via",0.388527582860377,1,1,0.484662853931914,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"er-luc-bg1-4e2-antagonist-p1_luc",0.0164888770039637,1,0.0321871383080724,1,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"er-luc-bg1-4e2-antagonist-p1_via",0.319853141046841,1,1,0.712891396832252,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"hse-bla-p1_ch1",0.161221443138573,1,1,0.00908191200127397,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"hse-bla-p1_ch2",0.980118870264623,1,1,0.333460010793137,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"hse-bla-p1_ratio",1,0.260575648618738,0.115478276791656,1,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"hse-bla-p1_via",1,1,1,1,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"mmp-p1_ch1",1,1,1,0.0655686336499209,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"mmp-p1_ch2",1,0.0721684332776067,1,0.000941616088698672,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"mmp-p1_ratio",1,0.0221741175642639,1,0.115466263134007,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"mmp-p1_via",0.974899731499686,0.926308779188154,0.974899731499686,0.275496471853536,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"p53-bla-p1_ch1",1,1,1,1,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"p53-bla-p1_ch2",1,1,0.225288291047161,1,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"p53-bla-p1_ratio",0.925247246428216,0.925247246428216,0.0247027176519049,0.925247246428216,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"p53-bla-p1_via",1,0.105448086458465,0.107685319440111,1,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"pparg-bla-agonist-p1_ch1",0.0739689296308263,1,0.225796314766145,1,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"pparg-bla-agonist-p1_ch2",0.00891876481653178,1,0.732719352448971,1,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"pparg-bla-agonist-p1_ratio",0.000630737323924772,1,1,0.77392116961406,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"pparg-bla-agonist-p1_via",1,0.0730355972647292,1,1,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"pparg-bla-antagonist-p1_ch1",0.0391978472621233,1,0.30169046987319,1,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"pparg-bla-antagonist-p1_ch2",0.434058523783499,1,1,0.339155826280068,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
"pparg-bla-antagonist-p1_ratio",1,0.0917834486327103,1,0.0222046362496864,"NCGC00372676-01","Kava Kava Extract (lot 2638-22599-C)","Kava Kava","extract","Botanicals International","2638-22599-C","mg/ml",10
